# t(min)  I
   0.93   3.0230e-01
   1.43   2.6468e-01
   1.93   1.8850e-01
   2.43   1.4196e-01
   2.93   1.3059e-01
   3.43   1.0390e-01
   3.93   8.0715e-02
   4.43   6.5666e-02
   4.93   5.4478e-02
   5.43   4.8357e-02
   5.93   4.0550e-02
   6.43   2.5031e-02
   6.93   2.3100e-02
   7.43   1.4185e-02
   7.93   1.4207e-02
   8.43   1.2003e-02
   8.93   1.3027e-02
   9.43   3.2474e-03
   9.93   4.0335e-03
  10.43   5.5083e-04
