#      x         y     xt     yt     yu
  451.06  0.106050   0.00   0.00   0.00
  635.34  0.462187   0.00   0.00   0.00
  782.00  3.145846   0.00   0.00   0.00
  996.32  0.397207   0.00   0.00   0.00
 1231.39  6.700089   0.00  -0.80   0.00
 1246.10  4.318099  15.00   0.50   0.00
 1396.01  2.403865   0.00   0.00   0.00
 1426.66  0.853032   0.00   0.00   0.00
 1474.92  1.337655   0.00   0.00   0.00
 1627.44  4.354279   0.00   0.00   0.00
 1687.87  3.235480   0.00   0.00   0.00
